doc_index,doc_id,section_title,section_title_raw,section_char_len,PRM_min,PRM_max,PRM_mean
5,309,ACKNOWLEDGEMENTS,ACKNOWLEDGEMENTS,307,0.72265625,0.96484375,0.84375
5,309,IMPLEMENTATION DETAILS,B IMPLEMENTATION DETAILS,3802,0.78515625,0.9921875,0.9391741071428571
5,309,RANDOMNESS ROBUSTNESS,C RANDOMNESS ROBUSTNESS,1099,0.5234375,0.96484375,0.86572265625
6,310,ABSTRACT,ABSTRACT,1223,0.9921875,1.0,0.9986979166666666
6,310,INTRODUCTION,1 INTRODUCTION,6618,0.72265625,0.99609375,0.9678308823529411
6,310,GENERAL FRAMEWORK,2 GENERAL FRAMEWORK,1578,0.875,0.99609375,0.96875
6,310,EXPERIMENTAL SETUP,3 EXPERIMENTAL SETUP,4745,0.6328125,0.9921875,0.9410342261904762
6,310,LEARNING TO COMMUNICATE,4 LEARNING TO COMMUNICATE,6627,0.73828125,0.9921875,0.9463704427083334
6,310,GROUNDING AGENTS’ COMMUNICATION IN HUMAN LANGUAGE,5 GROUNDING AGENTS’ COMMUNICATION IN HUMAN LANGUAGE,6900,0.6640625,0.98828125,0.9073660714285714
6,310,DISCUSSION,6 DISCUSSION,1064,0.8671875,0.984375,0.9427083333333334
7,312,ABSTRACT,ABSTRACT,1241,0.9765625,1.0,0.9951171875
7,312,INTRODUCTION,1 INTRODUCTION,2340,0.76171875,0.99609375,0.96240234375
7,312,RELATED WORK,2 RELATED WORK,2768,0.6484375,0.98046875,0.9358552631578947
7,312,METHODS,3 METHODS,10400,0.92578125,0.99609375,0.9831442636986302
7,312,EXPERIMENTS AND RESULTS,4 EXPERIMENTS AND RESULTS,13141,0.408203125,0.99609375,0.9483608352803738
7,312,CONCLUSION,5 CONCLUSION,708,0.9296875,0.9921875,0.96328125
7,312,ACKNOWLEDGMENTS,ACKNOWLEDGMENTS,116,0.8828125,0.8828125,0.8828125
8,314,ABSTRACT,ABSTRACT,1163,0.99609375,1.0,0.99921875
8,314,INTRODUCTION,1 INTRODUCTION,4940,0.87109375,0.99609375,0.9692234848484849
8,314,BACKGROUND,2 BACKGROUND,5057,0.734375,0.98046875,0.9245074728260869
8,314,MODEL,3 MODEL,6697,0.79296875,0.99609375,0.9635247564935064
8,314,EXPERIMENTS,4 EXPERIMENTS,13459,0.6328125,0.99609375,0.9502249053030303
8,314,DISCUSSION,5 DISCUSSION,1940,0.921875,0.9921875,0.9700520833333334
8,314,BASELINES,B BASELINES,1156,0.5546875,0.98046875,0.82421875
9,315,ABSTRACT,ABSTRACT,2074,1.0,1.0,1.0
9,315,INTRODUCTION,1 INTRODUCTION,4929,0.90625,1.0,0.9777901785714286
9,315,DRAWBACKS OF LARGE-BATCH METHODS,2 DRAWBACKS OF LARGE-BATCH METHODS,10813,0.478515625,0.99609375,0.9455242846385542
9,315,SUCCESS OF SMALL-BATCH METHODS,3 SUCCESS OF SMALL-BATCH METHODS,3088,0.82421875,0.99609375,0.9401041666666666
9,315,DISCUSSION AND CONCLUSION,4 DISCUSSION AND CONCLUSION,2379,0.84765625,0.9921875,0.9563419117647058
9,315,DETAILS ABOUT DATA SETS,A DETAILS ABOUT DATA SETS,265,0.84765625,0.9921875,0.9375
9,315,ARCHITECTURE OF NETWORKS,B ARCHITECTURE OF NETWORKS,1731,0.69921875,0.99609375,0.9375
9,315,PERFORMANCE MODEL,C PERFORMANCE MODEL,1520,0.859375,0.98828125,0.9480168269230769
9,315,CURVILINEAR PARAMETRIC PLOTS,D CURVILINEAR PARAMETRIC PLOTS,136,0.333984375,0.921875,0.65185546875
9,315,ATTEMPTS TO IMPROVE LB METHODS,E ATTEMPTS TO IMPROVE LB METHODS,5521,0.69921875,0.9921875,0.9493215460526315
10,317,ABSTRACT,ABSTRACT,1721,0.98828125,1.0,0.9982244318181818
10,317,INTRODUCTION,1 INTRODUCTION,7370,0.55859375,0.99609375,0.9444355867346939
10,317,RELATED WORK,2 RELATED WORK,2625,0.90625,0.984375,0.95263671875
10,317,THEORY,3 THEORY,9047,0.69140625,0.99609375,0.9510091145833334
10,317,EXPERIMENTS,4 EXPERIMENTS,1190,0.85546875,0.9921875,0.95263671875
10,317,RESULTS AND DISCUSSION,5 RESULTS AND DISCUSSION,7910,0.5390625,0.9921875,0.9464465725806451
10,317,CONCLUSION,6 CONCLUSION,790,0.9140625,0.9765625,0.94453125
10,317,GENERATIVE ADVERSARIAL NETWORKS FOR MINIMISING KL-DIVERGENCE,A GENERATIVE ADVERSARIAL NETWORKS FOR MINIMISING KL-DIVERGENCE,1092,0.455078125,0.87890625,0.73779296875
10,317,AFFINE PROJECTION,B AFFINE PROJECTION,1637,0.55859375,0.98828125,0.8510044642857143
10,317,INSTANCE NOISE,C INSTANCE NOISE,5545,0.61328125,0.98828125,0.95634765625
10,317,EXPERIMENTAL DETAILS,D EXPERIMENTAL DETAILS,5985,0.37890625,0.99609375,0.8965731534090909
10,317,ADDITIONAL RESULTS FOR DENOISER AND DENSITY GUIDED SUPER-RESOLUTION,E ADDITIONAL RESULTS FOR DENOISER AND DENSITY GUIDED SUPER-RESOLUTION,1523,0.72265625,0.98046875,0.9136284722222222
10,317,AMORTISED VARIATIONAL INFERENCE USING AFFGAN,F AMORTISED VARIATIONAL INFERENCE USING AFFGAN,1687,0.62890625,0.828125,0.740234375
11,318,ABSTRACT,ABSTRACT,867,0.984375,1.0,0.9954427083333334
11,318,INTRODUCTION,1 INTRODUCTION,2674,0.90234375,0.99609375,0.9665798611111112
11,318,BACKGROUND,2 BACKGROUND,1936,0.80859375,0.99609375,0.9646139705882353
11,318,DIFFERENTIABLE GRAPH TRANSFORMATIONS,3 DIFFERENTIABLE GRAPH TRANSFORMATIONS,2509,0.92578125,0.9921875,0.9620028409090909
11,318,GATED GRAPH TRANSFORMER NEURAL NETWORK (GGT-NN),4 GATED GRAPH TRANSFORMER NEURAL NETWORK (GGT-NN),6189,0.73046875,0.98828125,0.9267828525641025
11,318,EXPERIMENTS,5 EXPERIMENTS,10227,0.47265625,0.9921875,0.9063058035714285
11,318,COMPARISON WITH RELATED WORK,6 COMPARISON WITH RELATED WORK,5833,0.796875,0.98828125,0.950020032051282
11,318,CONCLUSION,7 CONCLUSION,2181,0.875,0.984375,0.955078125
11,318,ACKNOWLEDGMENTS,ACKNOWLEDGMENTS,3420,0.66015625,0.99609375,0.9265372983870968
11,318,APPENDIX B GRAPH TRANSFORMATION DETAILS,APPENDIX B GRAPH TRANSFORMATION DETAILS,5982,0.447265625,0.9921875,0.9133157169117647
11,318,APPENDIX C GRAPH FORMAT DETAILS,APPENDIX C GRAPH FORMAT DETAILS,4962,0.78125,0.98828125,0.9265625
11,318,APPENDIX D GRAPH SEQUENCE INPUT,APPENDIX D GRAPH SEQUENCE INPUT,2921,0.2265625,0.984375,0.87890625
12,319,ABSTRACT,ABSTRACT,844,0.9921875,1.0,0.99765625
12,319,INTRODUCTION,1 INTRODUCTION,3684,0.90234375,0.99609375,0.9734375
12,319,RELATED WORK,2 RELATED WORK,3853,0.6015625,0.9921875,0.9419341216216216
12,319,ATTENTION TRANSFER,3 ATTENTION TRANSFER,1420,0.4921875,0.984375,0.86376953125
12,319,: RC×H×W → RH×W . (1),F : RC×H×W → RH×W . (1),6279,0.71484375,0.9921875,0.9240663109756098
12,319,||JS − JT ||2 (4),2 ||JS − JT ||2 (4),1707,0.3125,0.9765625,0.8528645833333334
12,319,EXPERIMENTAL SECTION,4 EXPERIMENTAL SECTION,10260,0.515625,0.9921875,0.8865665584415584
12,319,CONCLUSIONS,5 CONCLUSIONS,533,0.8125,0.9765625,0.90625
12,319,APPENDIX,A APPENDIX,1114,0.7578125,0.98828125,0.9171875
13,320,ABSTRACT,ABSTRACT,1845,0.984375,1.0,0.997265625
13,320,INTRODUCTION,1 INTRODUCTION,4294,0.67578125,0.99609375,0.947860054347826
13,320,RELATED WORK,2 RELATED WORK,3942,0.765625,0.98828125,0.9403211805555556
13,320,PROBLEM STATEMENT,3 PROBLEM STATEMENT,1955,0.9296875,0.9921875,0.970703125
13,320,VISUAL FEATURES DYNAMICS,4 VISUAL FEATURES DYNAMICS,4169,0.86328125,0.99609375,0.9657552083333333
13,320,LEARNING VISUAL SERVOING WITH REINFORCEMENT LEARNING,5 LEARNING VISUAL SERVOING WITH REINFORCEMENT LEARNING,5162,0.55078125,0.99609375,0.92919921875
13,320,EXPERIMENTS,6 EXPERIMENTS,8471,0.8046875,0.98828125,0.9415409482758621
13,320,DISCUSSION,7 DISCUSSION,1193,0.91796875,0.9921875,0.9694010416666666
13,320,ACKNOWLEDGEMENTS,ACKNOWLEDGEMENTS,382,0.875,0.984375,0.91796875
13,320,LINEARIZATION OF THE BILINEAR DYNAMICS,A LINEARIZATION OF THE BILINEAR DYNAMICS,847,0.65625,0.9921875,0.9036458333333334
13,320,SERVOING COST FUNCTION FOR REINFORCEMENT LEARNING,B SERVOING COST FUNCTION FOR REINFORCEMENT LEARNING,930,0.66796875,0.9921875,0.9127604166666666
13,320,EXPERIMENT DETAILS,C EXPERIMENT DETAILS,12579,0.64453125,0.99609375,0.9527469758064516
14,321,ABSTRACT,ABSTRACT,2376,0.98828125,1.0,0.9983258928571429
14,321,INTRODUCTION,1 INTRODUCTION,3910,0.859375,0.99609375,0.9664417613636364
14,321,RELATED WORK,2 RELATED WORK,3057,0.90234375,0.99609375,0.9679361979166666
14,321,PRELIMINARIES,3 PRELIMINARIES,760,0.70703125,0.9921875,0.9263392857142857
14,321,PROBLEM STATEMENT,4 PROBLEM STATEMENT,2103,0.921875,0.9921875,0.9772135416666666
14,321,METHODOLOGY,5 METHODOLOGY,12508,0.796875,0.99609375,0.963586566091954
14,321,EXPERIMENTS,6 EXPERIMENTS,2164,0.796875,0.98828125,0.9314236111111112
14,321,RESULTS,7 RESULTS,8888,0.7734375,0.9921875,0.9406672297297297
14,321,DISCUSSION AND FUTURE WORK,8 DISCUSSION AND FUTURE WORK,2304,0.89453125,0.984375,0.9528245192307693
14,321,ACKNOWLEDGMENTS,ACKNOWLEDGMENTS,351,0.7734375,0.95703125,0.865234375
14,321,HYPERPARAMETERS,A HYPERPARAMETERS,649,0.80859375,0.98828125,0.9185267857142857
14,321,RESULTS FOR GATHER WITH BENCHMARK SETTINGS,B RESULTS FOR GATHER WITH BENCHMARK SETTINGS,1103,0.7890625,0.98046875,0.9166666666666666
14,321,SNAKE,C SNAKE,3941,0.66796875,0.99609375,0.88984375
14,321,ANT,D ANT,1315,0.60546875,0.984375,0.9116586538461539
15,322,ABSTRACT,ABSTRACT,780,0.99609375,1.0,0.9984375
15,322,INTRODUCTION,1 INTRODUCTION,3231,0.85546875,0.99609375,0.9660993303571429
15,322,NONPARAMETRIC NEURAL NETWORKS,2 NONPARAMETRIC NEURAL NETWORKS,882,0.72265625,0.99609375,0.9140625
15,322,|D| ∑,1 |D| ∑,1289,0.83984375,0.984375,0.9584517045454546
15,322,TRAINING NONPARAMETRIC NETWORKS,3 TRAINING NONPARAMETRIC NETWORKS,12659,0.23046875,0.99609375,0.9558512369791666
15,322,EXPERIMENTS,4 EXPERIMENTS,12284,0.431640625,0.99609375,0.9296306128640777
15,322,FURTHER BACKGROUND,5 FURTHER BACKGROUND,3205,0.55859375,0.9921875,0.929443359375
15,322,CONCLUSION,6 CONCLUSION,1431,0.81640625,0.99609375,0.94140625
15,322,APPENDIX,7 APPENDIX,36793,0.1240234375,0.99609375,0.5577864583333333
16,324,ABSTRACT,ABSTRACT,1271,0.99609375,1.0,0.9990234375
16,324,INTRODUCTION,1 INTRODUCTION,4053,0.71875,0.9921875,0.9370777027027027
16,324,RELATED WORK,2 RELATED WORK,3337,0.83984375,0.98828125,0.9438344594594594
16,324,PRUNING FILTERS AND FEATURE MAPS,3 PRUNING FILTERS AND FEATURE MAPS,8990,0.67578125,0.9921875,0.950855152027027
16,324,EXPERIMENTS,4 EXPERIMENTS,9827,0.6328125,0.9921875,0.9246934335443038
16,324,CONCLUSIONS,5 CONCLUSIONS,770,0.93359375,0.98828125,0.96640625
16,324,ACKNOWLEDGMENTS,ACKNOWLEDGMENTS,84,0.98046875,0.98046875,0.98046875
16,324,APPENDIX,6 APPENDIX,1437,0.7734375,0.9765625,0.9205729166666666
17,329,ABSTRACT,ABSTRACT,672,0.9921875,1.0,0.9973958333333334
17,329,INTRODUCTION,1 INTRODUCTION,3190,0.9453125,0.9921875,0.9736328125
17,329,BACKGROUND,2 BACKGROUND,4996,0.84375,0.98828125,0.93359375
17,329,IMPROVING UNSUPERVISED GAN TRAINING ON DIVERSE DATASETS,3 IMPROVING UNSUPERVISED GAN TRAINING ON DIVERSE DATASETS,5630,0.76171875,0.99609375,0.9564732142857143
17,329,RELATED WORK,4 RELATED WORK,5227,0.68359375,0.98046875,0.9142020089285714
17,329,EXPERIMENTS,5 EXPERIMENTS,5278,0.62890625,0.9921875,0.9136082848837209
17,329,DISCUSSION AND FUTURE DIRECTIONS,6 DISCUSSION AND FUTURE DIRECTIONS,2047,0.90234375,0.98828125,0.9632161458333334
17,329,ACKNOWLEDGMENTS,ACKNOWLEDGMENTS,794,0.89453125,0.9921875,0.94921875
18,331,ABSTRACT,ABSTRACT,1208,0.99609375,1.0,0.9988839285714286
18,331,INTRODUCTION,1 INTRODUCTION,4080,0.8671875,0.9921875,0.9666341145833334
18,331,RELATED WORK,2 RELATED WORK,4708,0.7578125,0.98828125,0.9403409090909091
18,331,PROBLEM FORMULATION AND ASSUMPTIONS,3 PROBLEM FORMULATION AND ASSUMPTIONS,7392,0.8671875,0.99609375,0.9781068313953488
18,331,LEARNING COMMON FEATURE SPACES FOR SKILL TRANSFER,4 LEARNING COMMON FEATURE SPACES FOR SKILL TRANSFER,5104,0.86328125,0.9921875,0.9598214285714286
18,331,EXPERIMENTS,5 EXPERIMENTS,13487,0.84375,0.99609375,0.953125
18,331,DISCUSSION AND FUTURE WORK,6 DISCUSSION AND FUTURE WORK,2170,0.91796875,0.98828125,0.9625651041666666
18,331,APPENDIX,7 APPENDIX,1903,0.82421875,0.99609375,0.9592013888888888
19,332,ABSTRACT,ABSTRACT,1632,0.98828125,1.0,0.99609375
19,332,INTRODUCTION,1 INTRODUCTION,7089,0.890625,0.99609375,0.9634146341463414
19,332,APPROACH AND METHODS,2 APPROACH AND METHODS,10159,0.75,0.9921875,0.9564732142857143
19,332,EXPERIMENTAL RESULTS,3 EXPERIMENTAL RESULTS,10425,0.6015625,0.9921875,0.9265066964285714
19,332,CONCLUSION AND DISCUSSION,4 CONCLUSION AND DISCUSSION,3061,0.828125,0.984375,0.92919921875
19,332,ACKNOWLEDGMENTS,ACKNOWLEDGMENTS,742,0.859375,0.99609375,0.95546875
19,332,APPENDIX B INSTANCE RETRIEVAL RESULTS USING FEATURES FROM DIFFERENT LAYERS,APPENDIX B INSTANCE RETRIEVAL RESULTS USING FEATURES FROM DIFFERENT LAYERS,638,0.8515625,0.9375,0.880859375
20,334,ABSTRACT,ABSTRACT,693,0.99609375,1.0,0.99921875
20,334,INTRODUCTION,1 INTRODUCTION,7352,0.224609375,0.99609375,0.8686224489795918
20,334,RETINAL TILING IN NEURAL NETWORKS WITH ATTENTION,2 RETINAL TILING IN NEURAL NETWORKS WITH ATTENTION,4035,0.66796875,0.99609375,0.9458333333333333
20,334,RECURRENT NEURAL ARCHITECTURE FOR ATTENTION,3 RECURRENT NEURAL ARCHITECTURE FOR ATTENTION,1795,0.8125,0.9921875,0.9291666666666667
20,334,DATASETS AND TASKS,4 DATASETS AND TASKS,1810,0.8046875,0.98828125,0.94375
20,334,RESULTS,5 RESULTS,2718,0.81640625,0.984375,0.9268465909090909
20,334,CONCLUSION,6 CONCLUSION,1326,0.6640625,0.98828125,0.8953993055555556
20,334,ACKNOWLEDGMENTS,ACKNOWLEDGMENTS,226,0.78125,0.98828125,0.884765625
21,335,ABSTRACT,ABSTRACT,2122,0.98046875,1.0,0.9970703125
21,335,INTRODUCTION,1 INTRODUCTION,4646,0.91796875,0.98828125,0.9635416666666666
21,335,METHODS,2 METHODS,11331,0.56640625,0.99609375,0.9186643835616438
21,335,EXPERIMENTAL RESULTS,3 EXPERIMENTAL RESULTS,6179,0.62109375,0.98828125,0.8965657552083334
21,335,CONCLUSIONS,4 CONCLUSIONS,2591,0.93359375,0.9921875,0.9744944852941176
21,335,ACKNOWLEDGMENTS,ACKNOWLEDGMENTS,202,0.859375,0.94140625,0.900390625
21,335,APPENDIX,APPENDIX,7868,0.2890625,0.99609375,0.8784919507575758
21,335,"= USṼ T , (A.49)","X = USṼ T , (A.49)",20017,0.11767578125,0.984375,0.6509908040364584
22,336,ABSTRACT,ABSTRACT,908,0.99609375,1.0,0.9991319444444444
22,336,INTRODUCTION,1 INTRODUCTION,1430,0.87890625,0.99609375,0.97265625
22,336,MODIFICATIONS TO PIXELCNN,2 MODIFICATIONS TO PIXELCNN,9282,0.8984375,0.99609375,0.9602764423076923
22,336,EXPERIMENTS,3 EXPERIMENTS,7697,0.67578125,0.9921875,0.9214709051724138
22,336,CONCLUSION,4 CONCLUSION,358,0.91015625,0.984375,0.95703125
23,338,ABSTRACT,ABSTRACT,2160,0.99609375,1.0,0.9990234375
23,338,INTRODUCTION,1 INTRODUCTION,4631,0.75,0.99609375,0.9598034274193549
23,338,CHALLENGING THE REPRESENTATION VIEW,2 CHALLENGING THE REPRESENTATION VIEW,4207,0.796875,0.9921875,0.9447985197368421
23,338,UNROLLED ITERATIVE ESTIMATION VIEW,3 UNROLLED ITERATIVE ESTIMATION VIEW,7341,0.73046875,0.99609375,0.9505440848214286
23,338,DISCUSSION,4 DISCUSSION,7778,0.65234375,0.98828125,0.936767578125
23,338,COMPARATIVE CASE STUDIES,5 COMPARATIVE CASE STUDIES,9529,0.7109375,0.9921875,0.9237539556962026
23,338,CONCLUSION,6 CONCLUSION,2117,0.9140625,0.9921875,0.9676339285714286
23,338,ACKNOWLEDGEMENTS,ACKNOWLEDGEMENTS,351,0.81640625,0.95703125,0.90625
23,338,DERIVATION,A DERIVATION,1472,0.625,0.98046875,0.8430989583333334
24,339,ABSTRACT,ABSTRACT,631,0.98828125,1.0,0.99765625
24,339,INTRODUCTION,1 INTRODUCTION,2798,0.80859375,0.9921875,0.9633556547619048
24,339,LANGUAGE MODELING,2 LANGUAGE MODELING,3998,0.78515625,0.99609375,0.958984375
24,339,NEURAL CACHE MODEL,3 NEURAL CACHE MODEL,3488,0.66015625,0.99609375,0.9289434523809523
24,339,RELATED WORK,4 RELATED WORK,2659,0.80078125,0.9921875,0.938671875
24,339,EXPERIMENTS,5 EXPERIMENTS,5536,0.404296875,0.99609375,0.9106987847222222
24,339,CONCLUSION,6 CONCLUSION,829,0.91796875,0.98828125,0.9609375
25,341,ABSTRACT,ABSTRACT,1673,0.9921875,1.0,0.998828125
25,341,INTRODUCTION,1 INTRODUCTION,3347,0.8984375,0.99609375,0.9748697916666667
25,341,RELATED WORK,2 RELATED WORK,4335,0.69921875,0.98828125,0.9430042613636364
25,341,BACKGROUND AND PRELIMINARIES,3 BACKGROUND AND PRELIMINARIES,3523,0.7265625,0.9921875,0.9321546052631579
25,341,A FORMAL DEFINITION OF THE THIRD-PERSON IMITATION LEARNING PROBLEM,4 A FORMAL DEFINITION OF THE THIRD-PERSON IMITATION LEARNING PROBLEM,445,0.7265625,0.984375,0.9112723214285714
25,341,A THIRD-PERSON IMITATION LEARNING ALGORITHM,5 A THIRD-PERSON IMITATION LEARNING ALGORITHM,5555,0.427734375,0.99609375,0.947265625
25,341,EXPERIMENTS,6 EXPERIMENTS,8313,0.63671875,0.99609375,0.9532645089285714
25,341,DISCUSSION AND FUTURE WORK,7 DISCUSSION AND FUTURE WORK,740,0.734375,0.984375,0.9140625
25,341,ACKNOWLEDGEMENTS,ACKNOWLEDGEMENTS,168,0.80859375,0.95703125,0.8828125
25,341,APPENDIX A: LEARNING CURVES FOR BASELINES,8 APPENDIX A: LEARNING CURVES FOR BASELINES,200,0.85546875,0.984375,0.919921875
25,341,APPENDIX B: ARCHITECTURE PARAMETERS,9 APPENDIX B: ARCHITECTURE PARAMETERS,603,0.67578125,0.98046875,0.9112723214285714
26,342,ABSTRACT,ABSTRACT,833,0.99609375,1.0,0.998046875
26,342,INTRODUCTION,1 INTRODUCTION,5469,0.86328125,1.0,0.9675958806818182
26,342,RELATED WORK,2 RELATED WORK,3416,0.66796875,0.9921875,0.9489397321428571
26,342,VARIATIONAL RECURRENT ADVERSARIAL DEEP DOMAIN ADAPTATION,3 VARIATIONAL RECURRENT ADVERSARIAL DEEP DOMAIN ADAPTATION,5975,0.76171875,0.99609375,0.951953125
26,342,EXPERIMENTS,4 EXPERIMENTS,11073,0.703125,0.9921875,0.9386295180722891
26,342,SUMMARY,5 SUMMARY,690,0.95703125,0.9921875,0.974609375
26,342,ACKNOWLEDGMENTS,ACKNOWLEDGMENTS,557,0.6015625,0.99609375,0.89453125
26,342,APPENDIX,6 APPENDIX,4260,0.61328125,0.9921875,0.9328377016129032
27,343,ABSTRACT,ABSTRACT,947,0.99609375,1.0,0.9984375
27,343,INTRODUCTION,1 INTRODUCTION,5593,0.74609375,0.9921875,0.9506392045454546
27,343,A DSL FOR CHARACTER LEVEL LANGUAGE MODELING,2 A DSL FOR CHARACTER LEVEL LANGUAGE MODELING,10749,0.56640625,0.9921875,0.9612873134328358
27,343,EXPERIMENTS,3 EXPERIMENTS,8935,0.61328125,0.9921875,0.9286334325396826
27,343,RELATED WORK,4 RELATED WORK,2611,0.62109375,0.98046875,0.9123883928571429
27,343,CONCLUSION,5 CONCLUSION,846,0.93359375,0.984375,0.9661458333333334
28,344,ABSTRACT,ABSTRACT,1037,0.99609375,1.0,0.9988839285714286
28,344,INTRODUCTION,1 INTRODUCTION,3901,0.59375,0.99609375,0.9435369318181818
28,344,RELATED WORK,2 RELATED WORK,4904,0.625,0.984375,0.925390625
28,344,STARCRAFT MICROMANAGEMENT SCENARIOS,3 STARCRAFT MICROMANAGEMENT SCENARIOS,2370,0.8046875,0.9921875,0.9509548611111112
28,344,FRAMEWORK: RL AND MULTIPLE UNITS,4 FRAMEWORK: RL AND MULTIPLE UNITS,3678,0.71484375,0.9921875,0.936141304347826
28,344,FEATURES AND MODEL FOR MICROMANAGEMENT IN STARCRAFT,5 FEATURES AND MODEL FOR MICROMANAGEMENT IN STARCRAFT,4381,0.79296875,0.99609375,0.9522569444444444
