doc_index,doc_id,section_title,section_title_raw,section_char_len,PRM_min,PRM_max,PRM_mean,_title_norm,cluster
3,307,ACKNOWLEDGMENTS,ACKNOWLEDGMENTS,120,0.96875,0.96875,0.96875,ACKNOWLEDGMENTS,ACKNOWLEDGMENTS
3,307,MEMORY NETWORKS IMPLEMENTATION,A MEMORY NETWORKS IMPLEMENTATION,2894,0.55859375,0.98828125,0.8822021484375,MEMORY NETWORKS IMPLEMENTATION,OTHER
3,307,EXAMPLES OF PREDICTIONS OF A MEMORY NETWORK,B EXAMPLES OF PREDICTIONS OF A MEMORY NETWORK,501,0.5546875,0.9765625,0.8564453125,EXAMPLES OF PREDICTIONS OF A MEMORY NETWORK,OTHER
3,307,HYPERPARAMETERS,C HYPERPARAMETERS,217,0.84375,0.98828125,0.916015625,HYPERPARAMETERS,EXPERIMENTAL SETUP
3,307,ADDITIONAL RESULTS,D ADDITIONAL RESULTS,1206,0.50390625,0.890625,0.7259114583333334,ADDITIONAL RESULTS,EXPERIMENTS/RESULTS
4,308,ABSTRACT,ABSTRACT,768,0.99609375,1.0,0.9993489583333334,ABSTRACT,ABSTRACT
4,308,INTRODUCTION,1 INTRODUCTION,5859,0.84765625,0.99609375,0.9713224085365854,INTRODUCTION,INTRODUCTION
4,308,SOURCES OF INSTABILITY,2 SOURCES OF INSTABILITY,18015,0.4375,1.0,0.9473561672185432,SOURCES OF INSTABILITY,OTHER
4,308,TOWARDS SOFTER METRICS AND DISTRIBUTIONS,3 TOWARDS SOFTER METRICS AND DISTRIBUTIONS,11066,0.890625,0.99609375,0.972800925925926,TOWARDS SOFTER METRICS AND DISTRIBUTIONS,MIXED/COMBINED
4,308,ACKNOWLEDGMENTS,ACKNOWLEDGMENTS,336,0.86328125,0.953125,0.908203125,ACKNOWLEDGMENTS,ACKNOWLEDGMENTS
4,308,PROOFS OF THINGS,A PROOFS OF THINGS,7199,0.416015625,0.99609375,0.9593341884328358,PROOFS OF THINGS,OTHER
4,308,FURTHER CLARIFICATIONS,B FURTHER CLARIFICATIONS,3575,0.90625,0.99609375,0.97703125,FURTHER CLARIFICATIONS,OTHER
5,309,ABSTRACT,ABSTRACT,9299,0.6796875,1.0,0.9690290178571428,ABSTRACT,ABSTRACT
5,309,RELATED WORK,1 RELATED WORK,2485,0.5859375,0.9765625,0.8914473684210527,RELATED WORK,RELATED WORK
5,309,BACKGROUND,2 BACKGROUND,2281,0.81640625,0.98828125,0.9300426136363636,BACKGROUND,BACKGROUND/PRELIMINARIES
5,309,AUXILIARY TASKS FOR REINFORCEMENT LEARNING,3 AUXILIARY TASKS FOR REINFORCEMENT LEARNING,10272,0.5625,0.99609375,0.955078125,AUXILIARY TASKS FOR REINFORCEMENT LEARNING,OTHER
5,309,EXPERIMENTS,4 EXPERIMENTS,8890,0.59375,0.98828125,0.9339334239130436,EXPERIMENTS,EXPERIMENTS/RESULTS
5,309,CONCLUSION,5 CONCLUSION,537,0.734375,0.9453125,0.8645833333333334,CONCLUSION,CONCLUSION
5,309,ACKNOWLEDGEMENTS,ACKNOWLEDGEMENTS,307,0.72265625,0.96484375,0.84375,ACKNOWLEDGEMENTS,ACKNOWLEDGMENTS
5,309,IMPLEMENTATION DETAILS,B IMPLEMENTATION DETAILS,3802,0.78515625,0.9921875,0.9391741071428572,IMPLEMENTATION DETAILS,EXPERIMENTAL SETUP
5,309,RANDOMNESS ROBUSTNESS,C RANDOMNESS ROBUSTNESS,1099,0.5234375,0.96484375,0.86572265625,RANDOMNESS ROBUSTNESS,OTHER
6,310,ABSTRACT,ABSTRACT,1223,0.9921875,1.0,0.9986979166666666,ABSTRACT,ABSTRACT
6,310,INTRODUCTION,1 INTRODUCTION,6618,0.72265625,0.99609375,0.9678308823529412,INTRODUCTION,INTRODUCTION
6,310,GENERAL FRAMEWORK,2 GENERAL FRAMEWORK,1578,0.875,0.99609375,0.96875,GENERAL FRAMEWORK,BACKGROUND/PRELIMINARIES
6,310,EXPERIMENTAL SETUP,3 EXPERIMENTAL SETUP,4745,0.6328125,0.9921875,0.9410342261904762,EXPERIMENTAL SETUP,EXPERIMENTAL SETUP
6,310,LEARNING TO COMMUNICATE,4 LEARNING TO COMMUNICATE,6627,0.73828125,0.9921875,0.9463704427083334,LEARNING TO COMMUNICATE,OTHER
6,310,GROUNDING AGENTS’ COMMUNICATION IN HUMAN LANGUAGE,5 GROUNDING AGENTS’ COMMUNICATION IN HUMAN LANGUAGE,6900,0.6640625,0.98828125,0.9073660714285714,GROUNDING AGENTS' COMMUNICATION IN HUMAN LANGUAGE,OTHER
6,310,DISCUSSION,6 DISCUSSION,1064,0.8671875,0.984375,0.9427083333333334,DISCUSSION,DISCUSSION
7,312,ABSTRACT,ABSTRACT,1241,0.9765625,1.0,0.9951171875,ABSTRACT,ABSTRACT
7,312,INTRODUCTION,1 INTRODUCTION,2340,0.76171875,0.99609375,0.96240234375,INTRODUCTION,INTRODUCTION
7,312,RELATED WORK,2 RELATED WORK,2768,0.6484375,0.98046875,0.9358552631578948,RELATED WORK,RELATED WORK
7,312,METHODS,3 METHODS,10400,0.92578125,0.99609375,0.9831442636986302,METHODS,METHODS
7,312,EXPERIMENTS AND RESULTS,4 EXPERIMENTS AND RESULTS,13141,0.408203125,0.99609375,0.9483608352803738,EXPERIMENTS AND RESULTS,MIXED/COMBINED
7,312,CONCLUSION,5 CONCLUSION,708,0.9296875,0.9921875,0.96328125,CONCLUSION,CONCLUSION
7,312,ACKNOWLEDGMENTS,ACKNOWLEDGMENTS,116,0.8828125,0.8828125,0.8828125,ACKNOWLEDGMENTS,ACKNOWLEDGMENTS
8,314,ABSTRACT,ABSTRACT,1163,0.99609375,1.0,0.99921875,ABSTRACT,ABSTRACT
8,314,INTRODUCTION,1 INTRODUCTION,4940,0.87109375,0.99609375,0.9692234848484848,INTRODUCTION,INTRODUCTION
8,314,BACKGROUND,2 BACKGROUND,5057,0.734375,0.98046875,0.9245074728260868,BACKGROUND,BACKGROUND/PRELIMINARIES
8,314,MODEL,3 MODEL,6697,0.79296875,0.99609375,0.9635247564935064,MODEL,METHODS
8,314,EXPERIMENTS,4 EXPERIMENTS,13459,0.6328125,0.99609375,0.9502249053030304,EXPERIMENTS,EXPERIMENTS/RESULTS
8,314,DISCUSSION,5 DISCUSSION,1940,0.921875,0.9921875,0.9700520833333334,DISCUSSION,DISCUSSION
8,314,BASELINES,B BASELINES,1156,0.5546875,0.98046875,0.82421875,BASELINES,OTHER
9,315,ABSTRACT,ABSTRACT,2074,1.0,1.0,1.0,ABSTRACT,ABSTRACT
9,315,INTRODUCTION,1 INTRODUCTION,4929,0.90625,1.0,0.9777901785714286,INTRODUCTION,INTRODUCTION
9,315,DRAWBACKS OF LARGE-BATCH METHODS,2 DRAWBACKS OF LARGE-BATCH METHODS,10813,0.478515625,0.99609375,0.9455242846385542,DRAWBACKS OF LARGE-BATCH METHODS,OTHER
9,315,SUCCESS OF SMALL-BATCH METHODS,3 SUCCESS OF SMALL-BATCH METHODS,3088,0.82421875,0.99609375,0.9401041666666666,SUCCESS OF SMALL-BATCH METHODS,OTHER
9,315,DISCUSSION AND CONCLUSION,4 DISCUSSION AND CONCLUSION,2379,0.84765625,0.9921875,0.9563419117647058,DISCUSSION AND CONCLUSION,CONCLUSION
9,315,DETAILS ABOUT DATA SETS,A DETAILS ABOUT DATA SETS,265,0.84765625,0.9921875,0.9375,DETAILS ABOUT DATA SETS,OTHER
9,315,ARCHITECTURE OF NETWORKS,B ARCHITECTURE OF NETWORKS,1731,0.69921875,0.99609375,0.9375,ARCHITECTURE OF NETWORKS,METHODS
9,315,PERFORMANCE MODEL,C PERFORMANCE MODEL,1520,0.859375,0.98828125,0.9480168269230768,PERFORMANCE MODEL,METHODS
9,315,CURVILINEAR PARAMETRIC PLOTS,D CURVILINEAR PARAMETRIC PLOTS,136,0.333984375,0.921875,0.65185546875,CURVILINEAR PARAMETRIC PLOTS,OTHER
9,315,ATTEMPTS TO IMPROVE LB METHODS,E ATTEMPTS TO IMPROVE LB METHODS,5521,0.69921875,0.9921875,0.9493215460526316,ATTEMPTS TO IMPROVE LB METHODS,OTHER
10,317,ABSTRACT,ABSTRACT,1721,0.98828125,1.0,0.9982244318181818,ABSTRACT,ABSTRACT
10,317,INTRODUCTION,1 INTRODUCTION,7370,0.55859375,0.99609375,0.944435586734694,INTRODUCTION,INTRODUCTION
10,317,RELATED WORK,2 RELATED WORK,2625,0.90625,0.984375,0.95263671875,RELATED WORK,RELATED WORK
10,317,THEORY,3 THEORY,9047,0.69140625,0.99609375,0.9510091145833334,THEORY,BACKGROUND/PRELIMINARIES
10,317,EXPERIMENTS,4 EXPERIMENTS,1190,0.85546875,0.9921875,0.95263671875,EXPERIMENTS,EXPERIMENTS/RESULTS
10,317,RESULTS AND DISCUSSION,5 RESULTS AND DISCUSSION,7910,0.5390625,0.9921875,0.9464465725806452,RESULTS AND DISCUSSION,EXPERIMENTS/RESULTS
10,317,CONCLUSION,6 CONCLUSION,790,0.9140625,0.9765625,0.94453125,CONCLUSION,CONCLUSION
10,317,GENERATIVE ADVERSARIAL NETWORKS FOR MINIMISING KL-DIVERGENCE,A GENERATIVE ADVERSARIAL NETWORKS FOR MINIMISING KL-DIVERGENCE,1092,0.455078125,0.87890625,0.73779296875,GENERATIVE ADVERSARIAL NETWORKS FOR MINIMISING KL-DIVERGENCE,OTHER
10,317,AFFINE PROJECTION,B AFFINE PROJECTION,1637,0.55859375,0.98828125,0.8510044642857143,AFFINE PROJECTION,OTHER
10,317,INSTANCE NOISE,C INSTANCE NOISE,5545,0.61328125,0.98828125,0.95634765625,INSTANCE NOISE,OTHER
10,317,EXPERIMENTAL DETAILS,D EXPERIMENTAL DETAILS,5985,0.37890625,0.99609375,0.8965731534090909,EXPERIMENTAL DETAILS,EXPERIMENTAL SETUP
10,317,ADDITIONAL RESULTS FOR DENOISER AND DENSITY GUIDED SUPER-RESOLUTION,E ADDITIONAL RESULTS FOR DENOISER AND DENSITY GUIDED SUPER-RESOLUTION,1523,0.72265625,0.98046875,0.9136284722222222,ADDITIONAL RESULTS FOR DENOISER AND DENSITY GUIDED SUPER-RESOLUTION,MIXED/COMBINED
10,317,AMORTISED VARIATIONAL INFERENCE USING AFFGAN,F AMORTISED VARIATIONAL INFERENCE USING AFFGAN,1687,0.62890625,0.828125,0.740234375,AMORTISED VARIATIONAL INFERENCE USING AFFGAN,OTHER
11,318,ABSTRACT,ABSTRACT,867,0.984375,1.0,0.9954427083333334,ABSTRACT,ABSTRACT
11,318,INTRODUCTION,1 INTRODUCTION,2674,0.90234375,0.99609375,0.9665798611111112,INTRODUCTION,INTRODUCTION
11,318,BACKGROUND,2 BACKGROUND,1936,0.80859375,0.99609375,0.9646139705882352,BACKGROUND,BACKGROUND/PRELIMINARIES
11,318,DIFFERENTIABLE GRAPH TRANSFORMATIONS,3 DIFFERENTIABLE GRAPH TRANSFORMATIONS,2509,0.92578125,0.9921875,0.9620028409090908,DIFFERENTIABLE GRAPH TRANSFORMATIONS,OTHER
11,318,GATED GRAPH TRANSFORMER NEURAL NETWORK (GGT-NN),4 GATED GRAPH TRANSFORMER NEURAL NETWORK (GGT-NN),6189,0.73046875,0.98828125,0.9267828525641024,GATED GRAPH TRANSFORMER NEURAL NETWORK (GGT-NN),OTHER
11,318,EXPERIMENTS,5 EXPERIMENTS,10227,0.47265625,0.9921875,0.9063058035714284,EXPERIMENTS,EXPERIMENTS/RESULTS
11,318,COMPARISON WITH RELATED WORK,6 COMPARISON WITH RELATED WORK,5833,0.796875,0.98828125,0.950020032051282,COMPARISON WITH RELATED WORK,RELATED WORK
11,318,CONCLUSION,7 CONCLUSION,2181,0.875,0.984375,0.955078125,CONCLUSION,CONCLUSION
11,318,ACKNOWLEDGMENTS,ACKNOWLEDGMENTS,3420,0.66015625,0.99609375,0.9265372983870968,ACKNOWLEDGMENTS,ACKNOWLEDGMENTS
11,318,APPENDIX B GRAPH TRANSFORMATION DETAILS,APPENDIX B GRAPH TRANSFORMATION DETAILS,5982,0.447265625,0.9921875,0.9133157169117648,APPENDIX B GRAPH TRANSFORMATION DETAILS,APPENDIX
11,318,APPENDIX C GRAPH FORMAT DETAILS,APPENDIX C GRAPH FORMAT DETAILS,4962,0.78125,0.98828125,0.9265625,APPENDIX C GRAPH FORMAT DETAILS,APPENDIX
11,318,APPENDIX D GRAPH SEQUENCE INPUT,APPENDIX D GRAPH SEQUENCE INPUT,2921,0.2265625,0.984375,0.87890625,APPENDIX D GRAPH SEQUENCE INPUT,APPENDIX
12,319,ABSTRACT,ABSTRACT,844,0.9921875,1.0,0.99765625,ABSTRACT,ABSTRACT
12,319,INTRODUCTION,1 INTRODUCTION,3684,0.90234375,0.99609375,0.9734375,INTRODUCTION,INTRODUCTION
12,319,RELATED WORK,2 RELATED WORK,3853,0.6015625,0.9921875,0.9419341216216216,RELATED WORK,RELATED WORK
12,319,ATTENTION TRANSFER,3 ATTENTION TRANSFER,1420,0.4921875,0.984375,0.86376953125,ATTENTION TRANSFER,OTHER
12,319,: RC×H×W → RH×W . (1),F : RC×H×W → RH×W . (1),6279,0.71484375,0.9921875,0.9240663109756098,RC×H×W → RH×W . (1),OTHER
12,319,||JS − JT ||2 (4),2 ||JS − JT ||2 (4),1707,0.3125,0.9765625,0.8528645833333334,||JS − JT ||2 (4),OTHER
12,319,EXPERIMENTAL SECTION,4 EXPERIMENTAL SECTION,10260,0.515625,0.9921875,0.8865665584415584,EXPERIMENTAL SECTION,EXPERIMENTAL SETUP
12,319,CONCLUSIONS,5 CONCLUSIONS,533,0.8125,0.9765625,0.90625,CONCLUSIONS,CONCLUSION
12,319,APPENDIX,A APPENDIX,1114,0.7578125,0.98828125,0.9171875,APPENDIX,APPENDIX
13,320,ABSTRACT,ABSTRACT,1845,0.984375,1.0,0.997265625,ABSTRACT,ABSTRACT
13,320,INTRODUCTION,1 INTRODUCTION,4294,0.67578125,0.99609375,0.947860054347826,INTRODUCTION,INTRODUCTION
13,320,RELATED WORK,2 RELATED WORK,3942,0.765625,0.98828125,0.9403211805555556,RELATED WORK,RELATED WORK
13,320,PROBLEM STATEMENT,3 PROBLEM STATEMENT,1955,0.9296875,0.9921875,0.970703125,PROBLEM STATEMENT,BACKGROUND/PRELIMINARIES
13,320,VISUAL FEATURES DYNAMICS,4 VISUAL FEATURES DYNAMICS,4169,0.86328125,0.99609375,0.9657552083333332,VISUAL FEATURES DYNAMICS,OTHER
13,320,LEARNING VISUAL SERVOING WITH REINFORCEMENT LEARNING,5 LEARNING VISUAL SERVOING WITH REINFORCEMENT LEARNING,5162,0.55078125,0.99609375,0.92919921875,LEARNING VISUAL SERVOING WITH REINFORCEMENT LEARNING,OTHER
13,320,EXPERIMENTS,6 EXPERIMENTS,8471,0.8046875,0.98828125,0.941540948275862,EXPERIMENTS,EXPERIMENTS/RESULTS
13,320,DISCUSSION,7 DISCUSSION,1193,0.91796875,0.9921875,0.9694010416666666,DISCUSSION,DISCUSSION
13,320,ACKNOWLEDGEMENTS,ACKNOWLEDGEMENTS,382,0.875,0.984375,0.91796875,ACKNOWLEDGEMENTS,ACKNOWLEDGMENTS
13,320,LINEARIZATION OF THE BILINEAR DYNAMICS,A LINEARIZATION OF THE BILINEAR DYNAMICS,847,0.65625,0.9921875,0.9036458333333334,LINEARIZATION OF THE BILINEAR DYNAMICS,OTHER
13,320,SERVOING COST FUNCTION FOR REINFORCEMENT LEARNING,B SERVOING COST FUNCTION FOR REINFORCEMENT LEARNING,930,0.66796875,0.9921875,0.9127604166666666,SERVOING COST FUNCTION FOR REINFORCEMENT LEARNING,OTHER
13,320,EXPERIMENT DETAILS,C EXPERIMENT DETAILS,12579,0.64453125,0.99609375,0.9527469758064516,EXPERIMENT DETAILS,EXPERIMENTS/RESULTS
14,321,ABSTRACT,ABSTRACT,2376,0.98828125,1.0,0.9983258928571428,ABSTRACT,ABSTRACT
14,321,INTRODUCTION,1 INTRODUCTION,3910,0.859375,0.99609375,0.9664417613636364,INTRODUCTION,INTRODUCTION
14,321,RELATED WORK,2 RELATED WORK,3057,0.90234375,0.99609375,0.9679361979166666,RELATED WORK,RELATED WORK
14,321,PRELIMINARIES,3 PRELIMINARIES,760,0.70703125,0.9921875,0.9263392857142856,PRELIMINARIES,BACKGROUND/PRELIMINARIES
14,321,PROBLEM STATEMENT,4 PROBLEM STATEMENT,2103,0.921875,0.9921875,0.9772135416666666,PROBLEM STATEMENT,BACKGROUND/PRELIMINARIES
14,321,METHODOLOGY,5 METHODOLOGY,12508,0.796875,0.99609375,0.963586566091954,METHODOLOGY,METHODS
14,321,EXPERIMENTS,6 EXPERIMENTS,2164,0.796875,0.98828125,0.9314236111111112,EXPERIMENTS,EXPERIMENTS/RESULTS
14,321,RESULTS,7 RESULTS,8888,0.7734375,0.9921875,0.9406672297297296,RESULTS,EXPERIMENTS/RESULTS
14,321,DISCUSSION AND FUTURE WORK,8 DISCUSSION AND FUTURE WORK,2304,0.89453125,0.984375,0.9528245192307692,DISCUSSION AND FUTURE WORK,MIXED/COMBINED
14,321,ACKNOWLEDGMENTS,ACKNOWLEDGMENTS,351,0.7734375,0.95703125,0.865234375,ACKNOWLEDGMENTS,ACKNOWLEDGMENTS
14,321,HYPERPARAMETERS,A HYPERPARAMETERS,649,0.80859375,0.98828125,0.9185267857142856,HYPERPARAMETERS,EXPERIMENTAL SETUP
14,321,RESULTS FOR GATHER WITH BENCHMARK SETTINGS,B RESULTS FOR GATHER WITH BENCHMARK SETTINGS,1103,0.7890625,0.98046875,0.9166666666666666,RESULTS FOR GATHER WITH BENCHMARK SETTINGS,EXPERIMENTS/RESULTS
14,321,SNAKE,C SNAKE,3941,0.66796875,0.99609375,0.88984375,SNAKE,OTHER
14,321,ANT,D ANT,1315,0.60546875,0.984375,0.911658653846154,ANT,OTHER
15,322,ABSTRACT,ABSTRACT,780,0.99609375,1.0,0.9984375,ABSTRACT,ABSTRACT
15,322,INTRODUCTION,1 INTRODUCTION,3231,0.85546875,0.99609375,0.9660993303571428,INTRODUCTION,INTRODUCTION
15,322,NONPARAMETRIC NEURAL NETWORKS,2 NONPARAMETRIC NEURAL NETWORKS,882,0.72265625,0.99609375,0.9140625,NONPARAMETRIC NEURAL NETWORKS,OTHER
15,322,|D| ∑,1 |D| ∑,1289,0.83984375,0.984375,0.9584517045454546,|D| ∑,OTHER
15,322,TRAINING NONPARAMETRIC NETWORKS,3 TRAINING NONPARAMETRIC NETWORKS,12659,0.23046875,0.99609375,0.9558512369791666,TRAINING NONPARAMETRIC NETWORKS,METHODS
15,322,EXPERIMENTS,4 EXPERIMENTS,12284,0.431640625,0.99609375,0.9296306128640776,EXPERIMENTS,EXPERIMENTS/RESULTS
15,322,FURTHER BACKGROUND,5 FURTHER BACKGROUND,3205,0.55859375,0.9921875,0.929443359375,FURTHER BACKGROUND,OTHER
15,322,CONCLUSION,6 CONCLUSION,1431,0.81640625,0.99609375,0.94140625,CONCLUSION,CONCLUSION
15,322,APPENDIX,7 APPENDIX,36793,0.1240234375,0.99609375,0.5577864583333333,APPENDIX,APPENDIX
16,324,ABSTRACT,ABSTRACT,1271,0.99609375,1.0,0.9990234375,ABSTRACT,ABSTRACT
16,324,INTRODUCTION,1 INTRODUCTION,4053,0.71875,0.9921875,0.9370777027027029,INTRODUCTION,INTRODUCTION
16,324,RELATED WORK,2 RELATED WORK,3337,0.83984375,0.98828125,0.9438344594594594,RELATED WORK,RELATED WORK
16,324,PRUNING FILTERS AND FEATURE MAPS,3 PRUNING FILTERS AND FEATURE MAPS,8990,0.67578125,0.9921875,0.950855152027027,PRUNING FILTERS AND FEATURE MAPS,MIXED/COMBINED
16,324,EXPERIMENTS,4 EXPERIMENTS,9827,0.6328125,0.9921875,0.9246934335443038,EXPERIMENTS,EXPERIMENTS/RESULTS
16,324,CONCLUSIONS,5 CONCLUSIONS,770,0.93359375,0.98828125,0.96640625,CONCLUSIONS,CONCLUSION
16,324,ACKNOWLEDGMENTS,ACKNOWLEDGMENTS,84,0.98046875,0.98046875,0.98046875,ACKNOWLEDGMENTS,ACKNOWLEDGMENTS
16,324,APPENDIX,6 APPENDIX,1437,0.7734375,0.9765625,0.9205729166666666,APPENDIX,APPENDIX
17,329,ABSTRACT,ABSTRACT,672,0.9921875,1.0,0.9973958333333334,ABSTRACT,ABSTRACT
17,329,INTRODUCTION,1 INTRODUCTION,3190,0.9453125,0.9921875,0.9736328125,INTRODUCTION,INTRODUCTION
17,329,BACKGROUND,2 BACKGROUND,4996,0.84375,0.98828125,0.93359375,BACKGROUND,BACKGROUND/PRELIMINARIES
17,329,IMPROVING UNSUPERVISED GAN TRAINING ON DIVERSE DATASETS,3 IMPROVING UNSUPERVISED GAN TRAINING ON DIVERSE DATASETS,5630,0.76171875,0.99609375,0.9564732142857144,IMPROVING UNSUPERVISED GAN TRAINING ON DIVERSE DATASETS,METHODS
17,329,RELATED WORK,4 RELATED WORK,5227,0.68359375,0.98046875,0.9142020089285714,RELATED WORK,RELATED WORK
17,329,EXPERIMENTS,5 EXPERIMENTS,5278,0.62890625,0.9921875,0.9136082848837208,EXPERIMENTS,EXPERIMENTS/RESULTS
17,329,DISCUSSION AND FUTURE DIRECTIONS,6 DISCUSSION AND FUTURE DIRECTIONS,2047,0.90234375,0.98828125,0.9632161458333334,DISCUSSION AND FUTURE DIRECTIONS,MIXED/COMBINED
17,329,ACKNOWLEDGMENTS,ACKNOWLEDGMENTS,794,0.89453125,0.9921875,0.94921875,ACKNOWLEDGMENTS,ACKNOWLEDGMENTS
18,331,ABSTRACT,ABSTRACT,1208,0.99609375,1.0,0.9988839285714286,ABSTRACT,ABSTRACT
18,331,INTRODUCTION,1 INTRODUCTION,4080,0.8671875,0.9921875,0.9666341145833334,INTRODUCTION,INTRODUCTION
18,331,RELATED WORK,2 RELATED WORK,4708,0.7578125,0.98828125,0.9403409090909092,RELATED WORK,RELATED WORK
18,331,PROBLEM FORMULATION AND ASSUMPTIONS,3 PROBLEM FORMULATION AND ASSUMPTIONS,7392,0.8671875,0.99609375,0.9781068313953488,PROBLEM FORMULATION AND ASSUMPTIONS,MIXED/COMBINED
18,331,LEARNING COMMON FEATURE SPACES FOR SKILL TRANSFER,4 LEARNING COMMON FEATURE SPACES FOR SKILL TRANSFER,5104,0.86328125,0.9921875,0.9598214285714286,LEARNING COMMON FEATURE SPACES FOR SKILL TRANSFER,OTHER
18,331,EXPERIMENTS,5 EXPERIMENTS,13487,0.84375,0.99609375,0.953125,EXPERIMENTS,EXPERIMENTS/RESULTS
18,331,DISCUSSION AND FUTURE WORK,6 DISCUSSION AND FUTURE WORK,2170,0.91796875,0.98828125,0.9625651041666666,DISCUSSION AND FUTURE WORK,MIXED/COMBINED
18,331,APPENDIX,7 APPENDIX,1903,0.82421875,0.99609375,0.9592013888888888,APPENDIX,APPENDIX
19,332,ABSTRACT,ABSTRACT,1632,0.98828125,1.0,0.99609375,ABSTRACT,ABSTRACT
